label,timeElapsed,x,y,z
Sitting,842875,2.22,2.56,8.92
Sitting,566105,-1.53,3.11,9.51
Sitting,1037503,-5.75,-3.41,7.44
Sitting,564723,-2.87,3.3,9.23
Sitting,454761,5.9,2.37,7.74
Sitting,843379,1.95,2.56,9
Sitting,558885,-0.15,4.29,9.23
Sitting,565043,-2.56,3.06,9.28
Sitting,244947,-4.33,-2.26,8.281172
Sitting,560615,0.93,4.86,8.66
Sitting,727087,-4.18,-1.14,8.01
Sitting,559742,0.69,9.15,3.68
Sitting,568140,-4.1,3.41,8.39
Sitting,445825,5.13,6.7,5.67
Sitting,817145,0.89,-0.19,9.66
Sitting,385536,4.29,3.06,8.008764
Sitting,213015,3.3,9.28,1.0760075
Sitting,880138,1.33,0.08,9.66
Sitting,628625,8.2,-2.03,3.83
Sitting,627320,8.12,-2.18,4.18
Sitting,1084359,8.92,-0.8,2.26
Sitting,695143,4.4,6.63,-6.59
Sitting,447725,5.56,1.76,8.35
Sitting,244540,-4.44,-2.26,8.19945
Sitting,880678,1.33,0.04,9.7
Sitting,771093,-0.8,-1.61,9.47
Sitting,1084612,8.88,-0.42,2.68
Sitting,569603,-4.29,3.45,8.28
Sitting,447675,5.56,1.73,8.35
Sitting,490703,7.74,-1.95,4.6
Sitting,1039735,-6.74,-3.21,6.63
Sitting,672264,-7.04,-0.61,-6.97
Sitting,558014,0,4.14,9.15
Sitting,452913,5.75,2.64,7.7
Sitting,245813,-4.18,-2.26,8.281172
Sitting,243731,-4.9,-2.3,7.8861814
Sitting,492700,8.2,-2.41,4.21
Sitting,726832,-4.14,-1.12,7.97
Sitting,244398,-4.37,-2.22,8.19945
Sitting,244543,-4.4,-2.26,8.158588
Sitting,565093,-2.64,3.06,9.23
Sitting,626982,8.08,-2.18,4.14
Sitting,727423,-3.26,-0.84,8.31
Sitting,726748,-4.1,-0.95,8.05
Sitting,528741,5.86,5.37,6.24
Sitting,570020,-4.59,3.02,8.39
Sitting,626886,8.08,-2.14,4.21
Sitting,245055,-4.25,-2.22,8.19945
Sitting,446960,5.48,1.76,8.43
Sitting,1039066,-6.51,-3.34,6.85
Sitting,456783,5.43,2.6,8.31
Sitting,384437,4.25,2.87,8.117727
Sitting,559073,-0.15,4.21,9.28
Sitting,769947,-0.61,-1.69,9.49
Sitting,772041,-1.33,-1.23,9.49
Sitting,211953,3.11,9.34,1.4573772
Sitting,525235,7.4,2.18,6.4
Sitting,815554,1.12,-0.08,9.62
Sitting,447693,5.6,1.76,8.39
Sitting,457008,5.52,2.6,8.24
Sitting,843533,2.83,2.3,8.85
Sitting,213008,3.02,9.23,1.0351465
Sitting,772456,-1.38,-1.38,9.53
Sitting,567447,-2.45,2.96,9.51
Sitting,446043,5.09,6.7,5.63
Sitting,559066,-0.19,4.21,9.23
Sitting,526422,6.93,1.46,6.89
Sitting,564667,1.18,4.06,9.43
Sitting,213857,3.17,9.3,1.0760075
Sitting,571576,-4.82,3.11,8.16
Sitting,1082964,8.88,-0.84,2.26
Sitting,817270,0.8,-0.23,9.72
Sitting,457644,5.56,2.53,8.16
Sitting,384899,4.37,2.98,8.076866
Sitting,565275,-2.49,3.53,9.11
Sitting,1083557,9.04,-0.91,2.22
Sitting,672580,-7.31,-0.65,-6.66
Sitting,559509,-1.23,3.53,9.47
Sitting,496398,6.47,2.45,6.51
Sitting,568177,-4.18,3.26,8.47
Sitting,456608,5.48,2.56,8.24
Sitting,564282,-0.76,5.18,8.77
Sitting,490636,7.82,-1.95,4.56
Sitting,1083235,9,-0.72,2.37
Sitting,563249,-0.69,3.87,9.34
Sitting,562102,-0.89,3.6,9.51
Sitting,726961,-4.21,-1.18,7.97
Sitting,451878,5.63,2.87,7.89
Sitting,843003,2.22,2.53,8.92
Sitting,695242,4.25,6.78,-6.51
Sitting,563361,-0.99,3.49,9.34
Sitting,569400,-4.52,3.21,8.24
Sitting,526909,7.55,1.92,6.36
Sitting,694506,3.6,6.59,-7.04
Sitting,558279,-0.57,3.57,9.47
Sitting,491356,8.16,-2.37,4.02
Sitting,454874,5.43,2.49,8.24
Sitting,843092,2.14,2.45,8.92
Sitting,453788,5.86,2.41,7.78
Sitting,727568,-3.21,-0.84,8.35
Sitting,454208,5.83,2.49,7.82
Sitting,213703,3.15,9.28,1.1441092
Sitting,1037752,-6.21,-3.45,7.01
Sitting,453801,5.83,2.45,7.82
Sitting,245063,-4.29,-2.3,8.281172
Sitting,384517,4.29,3.02,8.117727
Sitting,529020,5.86,5.37,6.28
Sitting,563706,-1.31,4.4,9.04
Sitting,454591,5.86,2.41,7.82
Sitting,244429,-4.33,-2.3,8.19945
Sitting,565987,-1.73,2.15,9.08
Sitting,1083534,8.96,-0.91,2.03
Sitting,556870,0.76,5.22,8.62
Sitting,445274,4.67,6.74,5.94
Sitting,492576,8.2,-2.34,4.18
Sitting,770709,-0.93,-1.69,9.49
Sitting,559722,0.72,8.66,4.18
Sitting,446204,5.41,6.55,5.75
Sitting,212124,3.15,9.3,1.2258313
Sitting,456022,5.41,2.53,8.28
Sitting,565707,-2.45,3.17,9.23
Sitting,451827,5.52,2.79,7.82
Sitting,243346,-4.75,-2.34,7.8180795
Sitting,727410,-3.3,-0.84,8.39
Sitting,564598,-0.27,5.43,8.58
Sitting,495226,6.44,2.53,6.47
Sitting,563839,-1.12,4.9,8.89
Sitting,496178,6.44,2.45,6.47
Sitting,628310,8.2,-2.03,3.87
Sitting,454772,5.86,2.41,7.74
Sitting,563172,-0.76,3.76,9.38
Sitting,491096,8.08,-2.37,3.99
Sitting,569108,-4.06,2.98,8.62
Sitting,243405,-5.13,-2.18,7.7772183
Sitting,627125,8.08,-2.18,4.21
Sitting,570681,-4.75,3.11,8.28
Sitting,243857,-4.9,-2.22,7.9270425
Sitting,557582,0.11,4.9,8.81
Sitting,563582,-0.11,5.41,8.58
Sitting,629048,8.27,-1.99,3.68
Sitting,455211,5.41,2.56,8.28
Sitting,694394,3.87,7.7,-5.6
Sitting,495145,6.28,2.53,6.47
Sitting,560313,-0.11,3.83,9.3
Sitting,571170,-4.59,3.79,8.01
Sitting,569348,-5.63,2.37,8.39
Sitting,815897,0.95,-0.11,9.66
Sitting,559969,-0.76,10.08,0.5
Sitting,565669,-1.88,3.87,9.19
Sitting,1083217,8.96,-0.72,2.34
Sitting,1084876,8.81,-0.69,2.49
Sitting,213195,3.45,9.3,1.0760075
Sitting,566053,-1.92,2.96,9.51
Sitting,384963,4.29,3.02,8.008764
Sitting,570750,-4.71,2.98,8.28
Sitting,572391,-2.45,3.15,9.23
Sitting,816101,0.99,-0.15,9.7
Sitting,568623,-3.95,3.3,8.54
Sitting,566687,-0.76,4.06,9.3
Sitting,563514,-2.49,4.79,8.69
Sitting,561530,-0.99,3.68,9.38
Sitting,452062,5.63,2.79,7.86
Sitting,842222,1.65,3.06,8.88
Sitting,1084019,9,-0.72,2.34
Sitting,572164,-3.45,4.02,8.43
Sitting,1083736,8.96,-0.72,2.07
Sitting,453975,5.83,2.45,7.82
Sitting,212267,3.21,9.28,1.1849703
Sitting,452277,5.63,2.6,7.67
Sitting,1039206,-6.55,-3.06,6.7
Sitting,694898,4.21,6.93,-6.51
Sitting,815774,1.04,-0.08,9.7
Sitting,525290,7.4,2.18,6.59
Sitting,560115,-1.95,7.74,4.86
Sitting,627176,8.05,-2.22,4.21
Sitting,842249,1.57,3.02,8.85
Sitting,672495,-7.21,-0.61,-6.82
Sitting,557000,1.88,5.94,7.89
Sitting,1083325,8.96,-0.89,2.45
Sitting,561578,-0.8,3.76,9.34
Sitting,771826,-1.18,-1.53,9.47
Sitting,452468,5.63,2.79,7.82
Sitting,559209,-0.08,4.25,9.23
Sitting,1038044,-6.7,-3.64,6.51
Sitting,1083683,9,-0.72,2.07
Sitting,568307,-3.72,3.45,8.54
Sitting,880101,1.61,0.27,9.66
Sitting,842847,2.22,2.53,8.85
Sitting,842423,1.57,3.06,8.88
Sitting,770648,-0.95,-1.69,9.43
Sitting,455068,5.48,2.49,8.2
Sitting,570791,-4.44,3.64,8.08
Sitting,727580,-3.3,-0.89,8.35
Sitting,571616,-4.82,3.21,8.08
Sitting,453382,5.79,2.53,7.82
Sitting,1085082,8.96,-1.12,2.26
Sitting,1084776,8.92,-0.76,2.41
Sitting,525813,7.44,2.3,6.47
Sitting,456877,5.6,2.6,8.16
Sitting,243553,-5.01,-2.3,7.7363577
Sitting,559384,-0.04,4.21,9.19
Sitting,492613,8.2,-2.37,4.18
Sitting,561134,-1.08,3.6,9.47
Sitting,628751,8.24,-1.95,3.72
Sitting,694674,4.63,7.12,-5.37
Sitting,726907,-4.37,-1.12,7.97
Sitting,815724,0.99,-0.11,9.62
Sitting,727354,-3.26,-0.84,8.39
Sitting,566157,-1.38,3.15,9.53
Sitting,568239,-3.41,3.95,8.54
Sitting,816620,1.04,-0.19,9.7
Sitting,213445,3.3,9.34,0.9942854
Sitting,525571,7.44,2.26,6.51
Sitting,213389,3.17,9.28,1.0351465
Sitting,627407,8.01,-2.22,4.18
Sitting,245760,-4.25,-2.26,8.281172
Sitting,569736,-4.4,3.3,8.31
Sitting,772368,-0.99,-1.38,9.53
Sitting,557554,0.08,4.94,8.73
Sitting,726286,-3.53,-0.89,8.39
Sitting,446304,5.52,6.55,5.86
Sitting,491845,8.16,-2.34,4.06
Sitting,245637,-4.37,-2.22,8.308413
Sitting,456426,5.43,2.6,8.24
Sitting,1038398,-6.59,-2.72,6.82
Sitting,244712,-4.37,-2.3,8.19945
Sitting,457412,5.6,2.56,8.24
Sitting,673253,-7.4,-3.87,-5.13
Sitting,627362,8.05,-2.26,4.14
Sitting,565160,-3.02,3.11,9.04
Sitting,1039474,-6.85,-3.41,6.59
Sitting,452146,5.6,2.87,7.86
Sitting,563476,-1.04,4.14,9.34
Sitting,627873,8.2,-2.07,3.98
Sitting,558198,-0.34,4.02,9.47
Sitting,496166,6.44,2.49,6.47
Sitting,726866,-4.21,-1.12,7.97
Sitting,570817,-3.98,4.06,8.2
Sitting,627560,8.05,-2.22,4.14
Sitting,452422,5.63,2.79,7.86
Sitting,214000,3.15,9.28,1.1849703
Sitting,673102,-6.32,-0.19,-7.78
Sitting,843745,2.07,2.76,8.92
Sitting,529489,5.24,4.99,7.12
Sitting,526388,7.63,2.26,6.21
Sitting,452240,5.6,2.83,7.82
Sitting,558837,-0.04,4.25,9.11
Sitting,384860,4.4,3.06,8.008764
Sitting,1083188,8.96,-0.69,2.37
Sitting,771690,-0.84,-1.65,9.49
Sitting,526745,7.7,1.84,6.55
Sitting,561943,-0.91,3.68,9.43
Sitting,454434,5.86,2.45,7.82
Sitting,491887,8.24,-2.41,4.06
Sitting,245639,-4.29,-2.26,8.349273
Sitting,563790,-0.91,4.94,8.77
Sitting,524750,7.46,2.22,6.4
Sitting,561114,-0.91,3.76,9.38
Sitting,456124,5.48,2.56,8.24
Sitting,452453,5.6,2.79,7.86
Sitting,627984,8.2,-2.07,3.95
Sitting,491260,8.39,-2.53,4.02
Sitting,495555,6.44,2.49,6.47
Sitting,490386,7.55,2.26,6.4
Sitting,244072,-4.9,-2.26,7.9679036
Sitting,673141,-5.67,0.15,-8.12
Sitting,569386,-4.56,3.21,8.24
Sitting,565587,-2.3,3.53,9.15
Sitting,843079,2.22,2.56,8.92
Sitting,816904,0.8,-0.23,9.66
Sitting,1039106,-6.47,-3.34,6.85
Sitting,570570,-4.56,3.38,8.24
Sitting,561124,-0.89,3.72,9.43
Sitting,213356,3.21,9.28,1.0760075
Sitting,569585,-4.59,3.34,8.24
Sitting,1084433,8.96,-0.8,2.22
Sitting,569295,-4.33,2.72,8.77
Sitting,1038277,-6.63,-3.6,6.55
Sitting,492520,8.2,-2.34,4.18
Sitting,451853,5.6,2.87,7.86
Sitting,211986,3.15,9.28,1.334794
Sitting,568418,-3.45,4.1,8.5
Sitting,572408,-1.88,2.41,9.3
Sitting,571566,-4.9,3.15,8.05
Sitting,560030,-0.84,9.85,1.95
Sitting,566947,-0.61,4.02,9.23
Sitting,771243,-0.72,-1.5,9.53
Sitting,213790,3.17,9.28,1.1168685
Sitting,525335,7.35,2.22,6.59
Sitting,561829,-0.8,3.76,9.43
Sitting,1039286,-6.59,-3.34,6.82
Sitting,726299,-3.57,-0.91,8.31
Sitting,627604,8.08,-2.22,4.18
Sitting,445679,5.13,6.74,5.75
Sitting,771674,-0.76,-1.5,9.53
Sitting,571186,-4.75,3.26,8.24
Sitting,727110,-4.1,-1.12,7.97
Sitting,770600,-0.89,-1.73,9.49
Sitting,1083424,8.92,-0.84,2.22
Sitting,244358,-4.4,-2.22,8.240311
Sitting,880525,1.33,-0.08,9.7
Sitting,558738,-0.04,4.33,9.19
Sitting,572414,-1.95,2.41,9.66
Sitting,456153,5.41,2.56,8.2
Sitting,570525,-4.63,3.11,8.28
Sitting,816470,0.8,-0.15,9.7
Sitting,445054,4.67,7.06,5.6
Sitting,245807,-4.18,-2.14,8.281172
Sitting,564538,-0.19,5.63,8.39
Sitting,447309,5.63,1.8,8.35
Sitting,453130,5.79,2.6,7.78
Sitting,628988,8.2,-1.99,3.76
Sitting,492794,8.16,-2.41,4.21
Sitting,446158,5.24,6.74,5.75
Sitting,445722,5.09,6.7,5.71
Sitting,557821,-0.27,3.99,9.34
Sitting,445399,5.05,6.44,6.17
Sitting,528732,5.9,5.37,6.24
Sitting,245440,-4.25,-2.26,8.308413
Sitting,562304,-0.84,3.72,9.38
Sitting,566603,-0.65,4.14,9.23
Sitting,1039114,-6.51,-3.26,6.82
Sitting,492205,8.16,-2.37,4.21
Sitting,570962,-4.71,3.53,8.05
Sitting,843311,2.07,2.64,8.92
Sitting,1082839,8.96,-0.76,1.88
Sitting,454315,5.83,2.45,7.78
Sitting,492362,8.2,-2.37,4.14
Sitting,880513,1.27,0,9.66
Sitting,491786,8.16,-2.37,4.14
Sitting,447215,5.56,1.73,8.43
Sitting,627304,8.08,-2.18,4.21
Sitting,493055,8.2,-2.41,4.18
Sitting,770983,-0.61,-1.5,9.47
Sitting,565307,-2.34,3.64,9.08
Sitting,727685,-3.34,-0.84,8.39
Sitting,384675,4.14,3.02,8.117727
Sitting,627143,8.08,-2.14,4.21
Sitting,563048,-0.76,3.76,9.47
Sitting,559175,-0.34,4.29,9.19
Sitting,672559,-7.44,-0.72,-6.59
Sitting,570845,-4.06,3.99,8.2
Sitting,695419,4.79,6.82,-6.09
Sitting,1083406,8.92,-0.89,2.26
Sitting,1038712,-6.51,-3.17,6.82
Sitting,628414,8.2,-1.99,3.87
Sitting,570427,-4.67,3.11,8.28
Sitting,445710,5.05,6.74,5.71
Sitting,672282,-6.93,-0.46,-7.08
Sitting,571138,-4.44,3.6,8.16
Sitting,490788,7.78,-1.92,4.6
Sitting,451768,5.6,2.79,7.82
Sitting,563939,-1.76,4.9,8.66
Sitting,446547,5.43,2.11,8.28
Sitting,557580,0.15,4.94,8.69
Sitting,842183,1.61,3.06,8.85
Sitting,525038,7.46,2.34,6.51
Sitting,213987,3.3,9.28,0.9942854
Sitting,563737,-1.38,4.37,9.15
Sitting,628843,8.2,-1.99,3.76
Sitting,1038926,-6.51,-3.3,6.85
Sitting,571175,-4.71,3.41,8.08
Sitting,627448,8.01,-2.18,4.18
Sitting,561859,-0.84,3.91,9.34
Sitting,562720,-0.84,3.76,9.38
Sitting,880716,1.46,0.08,9.62
Sitting,571992,-4.63,3.76,8.05
Sitting,457132,5.56,2.56,8.2
Sitting,566915,-0.8,3.91,9.3
Sitting,571226,-4.71,3.3,8.28
Sitting,566539,-0.34,4.25,9.15
Sitting,727061,-4.18,-1.18,8.01
Sitting,528667,5.63,5.43,6.4
Sitting,566092,-1.95,2.96,9.53
Sitting,565171,-3.06,3.06,9.04
Sitting,244170,-4.9,-2.26,7.9270425
Sitting,244850,-4.37,-2.26,8.240311
Sitting,626861,8.08,-2.18,4.18
Sitting,526079,7.5,2.26,6.44
Sitting,1083517,8.85,-0.84,1.88
Sitting,496446,6.4,2.45,6.47
Sitting,490694,7.74,-1.95,4.63
Sitting,627468,8.05,-2.18,4.18
Sitting,561035,-0.95,4.06,9.23
Sitting,726652,-4.1,-1.04,8.12
Sitting,568783,-4.02,3.11,8.62
Sitting,1085356,9.04,-1.46,1.73
Sitting,526197,7.55,2.3,6.4
Sitting,245816,-4.18,-2.22,8.281172
Sitting,455787,5.43,2.56,8.28
Sitting,1084986,8.96,-1.08,2.22
Sitting,454044,5.86,2.45,7.82
Sitting,726373,-3.68,-0.95,8.31
Sitting,568220,-3.26,4.1,8.43
Sitting,558809,0.04,4.33,9.08
Sitting,496225,6.51,2.53,6.51
Sitting,560546,0,4.06,9.23
Sitting,213208,3.34,9.23,1.0760075
Sitting,529609,5.24,4.94,7.12
Sitting,880888,1.18,-0.15,9.7
Sitting,212567,3.3,9.23,1.1849703
Sitting,558455,0.38,4.86,8.73
Sitting,492535,8.24,-2.37,4.18
Sitting,244492,-4.48,-2.26,8.240311
Sitting,529161,5.48,4.79,6.4
Sitting,557169,-0.11,3.87,9.28
Sitting,566311,-2.07,2.98,9.47
Sitting,1039759,-6.7,-3.26,6.66
Sitting,244821,-4.37,-2.26,8.240311
Sitting,570615,-4.67,3.11,8.2
Sitting,212550,3.26,9.3,1.1849703
Sitting,563131,-0.72,3.76,9.34
Sitting,672699,-7.35,-0.65,-6.63
Sitting,816322,0.89,-0.11,9.7
Sitting,628447,8.2,-2.03,3.83
Sitting,881057,0.91,-0.23,9.72
Sitting,557044,0.76,5.18,8.5
Sitting,602942,8.5,-2.75,3.6
Sitting,213539,3.26,9.28,1.0760075
Sitting,566896,-0.76,3.95,9.3
Sitting,817205,0.84,-0.27,9.7
Sitting,556974,0.38,4.86,8.77
Sitting,557818,-0.15,4.06,9.28
Sitting,525266,7.35,2.18,6.55
Sitting,570471,-4.75,2.91,8.35
Sitting,454639,5.83,2.41,7.82
Sitting,213697,3.11,9.3,1.1168685
Sitting,566473,-1.18,3.64,9.34
Sitting,445584,5.01,6.78,5.63
Sitting,1082897,8.96,-0.76,2.41
Sitting,452199,5.6,2.83,7.82
Sitting,842345,1.57,2.96,8.88
Sitting,558107,0.57,4.86,8.69
Sitting,490390,7.5,2.26,6.44
Sitting,566997,-0.72,3.99,9.23
Sitting,772212,-1.38,-1.46,9.49
Sitting,694697,5.18,7.21,-4.59
Sitting,771762,-1.14,-1.27,9.47
Sitting,815865,1.04,-0.04,9.66
Sitting,526744,7.46,1.46,6.32
Sitting,770387,-0.53,-1.65,9.53
Sitting,1085339,8.88,-1.12,2.37
Sitting,603464,8.27,-3.87,1.65
Sitting,446176,5.24,6.36,5.94
Sitting,816685,0.76,-0.19,9.7
Sitting,446932,5.71,1.8,8.39
Sitting,456234,5.48,2.6,8.24
Sitting,385433,4.33,3.06,8.008764
Sitting,562642,-0.91,3.83,9.43
Sitting,567836,-3.83,3.26,8.54
Sitting,491397,8.16,-2.41,4.02
Sitting,772164,-1.33,-1.46,9.49
Sitting,455014,5.37,2.53,8.24
Sitting,563733,-1.23,4.44,8.96
Sitting,567812,-3.79,3.64,8.58
Sitting,453748,5.86,2.45,7.74
Sitting,455176,5.33,2.53,8.28
Sitting,1085296,8.92,-1.23,2.3
Sitting,880195,1.46,-0.04,9.66
Sitting,495762,6.32,2.45,6.55
Sitting,1083349,8.81,-1.08,2.34
Sitting,525709,7.46,2.34,6.59
Sitting,490877,7.97,-2.3,4.25
Sitting,563013,-0.84,3.76,9.38
Sitting,444972,4.71,7.12,5.48
Sitting,212504,3.17,9.3,1.1441092
Sitting,1037815,-6.24,-3.45,6.93
Sitting,1037805,-6.24,-3.41,6.97
Sitting,672837,-7.35,-0.69,-6.63
Sitting,627808,8.12,-2.14,3.98
Sitting,446934,5.6,1.73,8.35
Sitting,572424,0.76,5.24,10.12
Sitting,772203,-1.38,-1.5,9.47
Sitting,457761,5.6,2.53,8.2
Sitting,490866,7.4,-2.98,4.33
Sitting,572187,-3.45,4.1,8.35
Sitting,525188,7.44,2.22,6.44
Sitting,565503,-2.34,3.49,9.19
Sitting,492472,8.28,-2.34,4.1
Sitting,212887,3.11,9.43,1.0760075
Sitting,492238,8.16,-2.34,4.18
Sitting,525547,7.5,2.34,6.51
Sitting,491181,8.08,-2.3,3.91
Sitting,566447,-0.84,3.72,9.53
Sitting,445643,5.05,6.78,5.63
Sitting,565695,-2.79,3.26,9.3
Sitting,772235,-1.42,-1.46,9.49
Sitting,627675,8.05,-2.18,4.14
Sitting,1084127,8.96,-0.76,2.18
Sitting,557258,-0.42,4.71,8.92
Sitting,570102,-3.98,4.02,8.2
Sitting,816422,0.84,-0.19,9.7
Sitting,1083628,8.88,-0.76,1.88
Sitting,384659,4.02,3.02,8.158588
Sitting,496597,6.4,2.41,6.51
Sitting,816598,1.08,0.04,9.62
Sitting,558122,0.65,4.86,8.73
