label,timeElapsed,x,y,z
Upstairs,849634,0.53,10.04,-0.65
Upstairs,548165,6.93,6.55,-0.95
Upstairs,924771,-4.25,12.15,0.72
Upstairs,337342,-4.02,9.66,1.7570249
Upstairs,483788,-5.94,19.11,-3.98
Upstairs,956350,-12.34,5.98,0.69
Upstairs,925202,-0.19,11.11,0.27
Upstairs,659643,2.76,9,-1.92
Upstairs,207006,1.84,0.84,-0.46309182
Upstairs,210784,-14.63,-16.47,-1.4982382
Upstairs,439956,-0.38,9.43,0.14982383
Upstairs,485123,1.76,10.19,-1.23
Upstairs,298542,-1.27,13.57,1.9477097
Upstairs,45814,0.61,11.56,0.313268
Upstairs,95199,2.41,9.89,-1.7978859
Upstairs,437523,0.65,9.23,2.0294318
Upstairs,417087,-8.69,6.59,1.65
Upstairs,599514,-0.34,7.12,-4.02
Upstairs,553880,2.11,14.63,4.63
Upstairs,294593,9.04,8.43,3.255263
Upstairs,887980,-7.89,5.6,-0.27
Upstairs,413136,1.61,5.63,5.01
Upstairs,552812,9,6.74,-2.45
Upstairs,1078310,-10.88,12.76,2.26
Upstairs,670830,-0.89,10.38,-2.3
Upstairs,239143,0.5,11.88,0.6946377
Upstairs,121427,-0.38,7.78,2.1111538
Upstairs,415543,-11.92,4.14,1.08
Upstairs,419746,2.45,16.74,8.16
Upstairs,413707,0.72,14.86,7.25
Upstairs,233799,-1.14,7.93,3.568531
Upstairs,122008,-2.79,10.76,5.706926
Upstairs,632485,-4.75,5.24,-1.12
Upstairs,340257,3.53,5.63,2.3699405
Upstairs,550673,6.28,7.67,-3.3
Upstairs,548889,6.55,5.09,0.15
Upstairs,1032475,10.88,0.27,-10
Upstairs,298720,-7.4,12.45,-3.3642259
Upstairs,924986,-4.33,10.04,-0.65
Upstairs,437232,-2.79,9.62,3.405087
Upstairs,692041,10.5,0.34,-4.1
Upstairs,691520,4.56,-1.88,-2.6
Upstairs,853032,-0.23,9.7,1.8
Upstairs,207198,0.61,-19.61,-8.349273
Upstairs,767114,-3.26,10,1.65
Upstairs,657668,0.08,14.33,0.11
Upstairs,297242,4.9,9.51,-2.0294318
Upstairs,686344,-18.35,-9.7,-4.25
Upstairs,807349,-2.96,5.71,1.5
Upstairs,377855,1.12,1.31,0.92618364
Upstairs,296771,4.99,13.95,3.336985
Upstairs,46409,-0.15,12.18,0
Upstairs,380376,1.14,11.92,-1.0351465
Upstairs,127427,0.57,10.08,1.334794
Upstairs,296175,5.18,4.56,-3.9090397
Upstairs,1033876,-9.81,9.15,4.82
Upstairs,1031360,9.66,5.94,0.84
Upstairs,95186,3.17,6.85,-0.19068487
Upstairs,924037,-1.76,11.75,-1.57
Upstairs,338394,11.99,6.93,3.1054392
Upstairs,338622,6.82,0.57,1.7297841
Upstairs,691974,6.93,1.54,-1.65
Upstairs,416710,0,13.14,0.76
Upstairs,598547,-11.22,-3.68,0.38
Upstairs,1075738,-2.87,10.57,-3.06
Upstairs,807056,-6.82,8.92,-0.72
Upstairs,671540,-4.33,13.44,-4.4
Upstairs,729921,-2.34,11.75,-7.7
Upstairs,485047,-1.18,6.7,0.19
Upstairs,921940,-1.5,8.28,-0.84
Upstairs,92177,-3.6,11.92,3.9499009
Upstairs,340550,5.67,7.93,-0.61291564
Upstairs,1075855,-4.56,1.61,-0.34
Upstairs,88163,-5.13,7.89,-2.1111538
Upstairs,293946,2.98,4.67,-0.3405087
Upstairs,549015,5.05,8.77,0.93
Upstairs,767563,1.23,14.48,-0.34
Upstairs,810289,2.96,8.31,-0.95
Upstairs,1078099,-2.15,2.07,-0.53
Upstairs,554483,7.16,8.28,1.12
Upstairs,853254,0.15,6.44,8.92
Upstairs,597924,-18.85,19.15,-3.38
Upstairs,688908,6.66,5.56,-3.26
Upstairs,1034063,-7.31,9.81,-1.61
Upstairs,853950,-0.53,7.01,2.64
Upstairs,485054,-2.98,11.6,-2.18
Upstairs,437415,-1.53,10.12,0.6537767
Upstairs,380333,2.26,14.94,2.982856
Upstairs,659169,-2.87,11.56,1.57
Upstairs,766635,7.08,7.25,1.23
Upstairs,382977,1.84,17.27,1.4165162
Upstairs,598485,-3.99,-6.36,-0.76
Upstairs,1034070,-6.55,2.18,-3.26
Upstairs,43694,2.56,10.31,-0.10896278
Upstairs,889410,0.5,12.79,-2.11
Upstairs,658146,2.98,5.13,1.31
Upstairs,43861,-0.53,6.13,2.4925237
Upstairs,414961,-0.38,10.69,1.69
Upstairs,894078,0.46,10.69,-2.87
Upstairs,767292,-1.12,17.12,2.26
Upstairs,847328,1.18,1.65,0.27
Upstairs,899330,-1.38,5.22,-1.18
Upstairs,1074476,-14.9,-0.04,-3.3
Upstairs,121138,-6.74,8.47,5.284695
Upstairs,926964,-1.53,7.67,-0.76
Upstairs,549735,8.31,6.82,1.57
Upstairs,692221,-1.95,5.83,-9.19
Upstairs,302057,1.69,9.53,12.571581
Upstairs,890893,-3.02,9.04,-1.53
Upstairs,121709,-4.99,6.89,3.636633
Upstairs,210760,-3.6,1.04,0.53119355
Upstairs,419817,0.38,13.02,-4.48
Upstairs,686552,-17.39,-0.42,-10.31
Upstairs,380884,2.15,10.65,1.7570249
Upstairs,813371,-0.31,5.28,0.08
Upstairs,440070,0,8.85,2.2609777
Upstairs,851541,0.42,6.05,4.71
Upstairs,729822,5.71,10.27,2.07
Upstairs,1029513,6.85,5.33,-0.93
Upstairs,686349,-15.01,0.34,-2.22
Upstairs,896129,3.45,9.58,-1.31
Upstairs,41271,1.84,8.92,0.6537767
Upstairs,302195,6.7,8.96,-2.8330324
Upstairs,893857,-2.56,9.23,-1.69
Upstairs,810745,2.64,9.92,0.08
Upstairs,853579,-1.18,5.71,3.64
Upstairs,551677,8.31,5.09,-0.15
Upstairs,763024,0.42,-0.95,1.08
Upstairs,1079938,13.78,5.56,2.37
Upstairs,733666,1.76,11.41,-2.3
Upstairs,896092,1.92,9.7,-0.19
Upstairs,45388,-0.91,9.89,3.336985
Upstairs,921749,-0.65,8.43,-1.95
Upstairs,357088,4.99,6.63,-2.5333846
Upstairs,206182,4.37,4.14,-2.6423476
Upstairs,688995,-3.06,12.79,0.72
Upstairs,1075898,-5.94,1.99,-2.56
Upstairs,483671,-2.14,17.39,1.23
Upstairs,889026,5.82,9.34,-0.19
Upstairs,4666,1.6889231,9.915613,-1.525479
Upstairs,689163,7.7,-0.11,-14.02
Upstairs,899454,-2.45,14.48,-0.11
Upstairs,3742,-1.3756552,2.7921712,2.6423476
Upstairs,296160,6.17,13.29,-0.29964766
Upstairs,485021,1.65,3.99,-3.76
Upstairs,661925,1.38,8.73,-2.91
Upstairs,38387,2.22,9.08,1.5390993
Upstairs,419370,0.93,14.9,15.85
Upstairs,853474,-1.95,4.18,3.02
Upstairs,1076675,-14.75,11.99,2.68
Upstairs,238641,-2.45,11.99,3.568531
Upstairs,807785,-0.23,7.46,7.59
Upstairs,764608,6.82,13.14,0.3
Upstairs,1074752,-12.15,-0.53,0.76
Upstairs,419402,-2.79,10.31,-2.64
Upstairs,1708,4.372132,13.6748295,1.2258313
Upstairs,629366,-0.89,9.62,-1.23
Upstairs,552826,8.81,5.56,-0.99
Upstairs,894353,-0.3,11.69,-3.49
Upstairs,547978,7.5,8.54,0.5
Upstairs,356887,2.76,9.81,-0.38136974
Upstairs,897325,0.76,7.7,-2.37
Upstairs,554147,5.83,10.15,-2.75
Upstairs,598118,-19.42,2.76,-11.5
Upstairs,635365,0.3,16.51,7.46
Upstairs,853145,-0.93,6.93,0.95
Upstairs,296602,2.03,5.48,1.607201
Upstairs,955338,-9.96,4.67,4.4
Upstairs,205976,-2.56,2.34,-3.7864566
Upstairs,121091,0.53,3.17,7.164303
Upstairs,241842,-1.88,6.78,6.701211
Upstairs,39260,0.04,4.94,0.95342433
Upstairs,658295,-0.61,14.33,0.72
Upstairs,4981,-0.9942854,6.742072,1.7978859
Upstairs,294666,-0.61,3.45,-1.334794
Upstairs,301234,8.5,7.4,-1.334794
Upstairs,924955,-3.49,10.73,-0.42
Upstairs,851188,-0.04,3.72,7.21
Upstairs,764817,-0.61,5.79,0.61
Upstairs,40748,0.84,7.44,0.38136974
Upstairs,810516,2.64,9.43,0.69
Upstairs,155058,-2.41,6.82,-1.2666923
Upstairs,40974,3.21,12.37,4.903325
Upstairs,342139,-0.69,7.21,0.14982383
Upstairs,88508,-5.28,6.32,-1.6480621
Upstairs,896268,1.38,5.79,-4.71
Upstairs,686614,-8.16,6.09,-3.11
Upstairs,671818,0.11,15.85,-4.9
Upstairs,1034465,-8.16,8.43,1.5
Upstairs,1078279,-5.43,8.81,0.04
Upstairs,1074421,-11.6,5.09,-0.46
Upstairs,234972,-0.89,9.51,0.50395286
Upstairs,1422,1.1849703,11.75436,-1.2666923
Upstairs,899836,-1.08,6.82,-5.41
Upstairs,241475,-0.08,8.35,4.2495484
Upstairs,692261,10.38,-1.42,-2.91
Upstairs,43707,6.51,11.56,9.384419
Upstairs,208798,2.45,-1.33,5.175732
Upstairs,90188,3.87,4.44,-1.1168685
Upstairs,885744,1.61,14.67,1.76
Upstairs,733450,0.99,8.85,-4.9
Upstairs,341904,-3.64,6.89,-3.486809
Upstairs,418745,-0.23,14.29,-1.57
Upstairs,440071,1.46,9.62,2.4925237
Upstairs,1073926,-16.04,11.8,1.84
Upstairs,417646,-1.23,1.38,-2.96
Upstairs,90414,1.92,13.87,-1.7570249
Upstairs,953660,-11.14,5.71,4.02
Upstairs,91954,3.15,11.3,-5.09401
Upstairs,765384,1.65,10.46,-7.08
Upstairs,1074319,-6.51,-0.23,-0.69
Upstairs,419195,-0.61,8.05,-2.96
Upstairs,599529,2.91,1.88,0.65
Upstairs,338951,12.37,4.86,1.879608
Upstairs,807289,-7.08,8.24,-1.04
Upstairs,851437,3.17,10.27,0.72
Upstairs,925333,-2.6,4.9,9.3
Upstairs,1079928,3.17,0.95,1.04
Upstairs,38394,0.42,9.28,0.8036005
Upstairs,854010,-0.61,2.76,5.13
Upstairs,631150,-2.91,19.42,8.12
Upstairs,234796,-1.12,9.58,1.2666923
Upstairs,953885,-8.43,2.76,1.27
Upstairs,181374,2.22,10.23,-1.6889231
Upstairs,1076294,-2.03,1.65,-0.11
Upstairs,296640,-0.15,5.9,-1.4165162
Upstairs,234073,2.68,12.07,-2.070293
Upstairs,4544,6.2789803,10.691973,2.982856
Upstairs,846628,0.15,-4.52,-0.19
Upstairs,885775,-0.76,4.56,-1.95
Upstairs,895926,3.3,7.44,-3.95
Upstairs,767775,-0.99,13.53,0.57
Upstairs,90248,4.1,12.87,-2.7513103
Upstairs,807231,-5.52,11.26,1.12
Upstairs,298795,-1.88,13.76,0.23154591
Upstairs,600998,3.17,9.28,-1.61
Upstairs,95063,1.8,9.96,2.5333846
Upstairs,124322,-1.46,12.34,3.718355
Upstairs,38545,-1.92,2.96,5.5162406
Upstairs,551421,9.11,4.9,-2.96
Upstairs,340435,-2.03,7.44,5.5571017
Upstairs,180949,-2.07,11.92,6.2108784
Upstairs,122116,-1.23,14.52,2.7649305
Upstairs,43241,-1.08,6.09,1.3075534
Upstairs,689679,6.89,-0.89,-17.16
Upstairs,764968,4.06,11.65,-0.31
Upstairs,298473,-3.57,6.51,2.2201166
Upstairs,3740,-1.9885708,9.507003,1.7978859
Upstairs,632054,3.98,3.79,-1.54
Upstairs,237568,-1.5,8.16,-8.771504
Upstairs,632453,-3.15,-2.07,-9.3
Upstairs,419169,2.45,8.24,1.76
Upstairs,205702,9.51,-0.15,8.308413
Upstairs,301632,-0.5,11.3,9.425281
Upstairs,298201,-3.49,5.01,0.7218784
Upstairs,124021,-1.88,13.91,1.1849703
Upstairs,691371,1.57,8.89,-1.65
Upstairs,686811,-6.21,-1.38,-2.22
Upstairs,599323,10.15,16.86,-0.89
Upstairs,337448,-3.49,10.08,-1.1441092
Upstairs,658197,-1.04,16.47,3.83
Upstairs,303878,3.3,11.88,4.4810944
Upstairs,241435,-1.18,10.8,4.862464
Upstairs,552785,4.37,1.42,0.31
Upstairs,893706,0.8,8.66,0.72
Upstairs,89762,3.41,15.94,1.6480621
Upstairs,382980,-1.12,9.28,1.7570249
Upstairs,419471,-3.57,13.67,-1.76
Upstairs,485402,5.37,1.31,-2.72
Upstairs,152506,-3.72,6.55,1.0351465
Upstairs,440703,-2.45,4.29,6.782933
Upstairs,382361,1.57,5.28,1.3075534
Upstairs,806958,-4.9,9.53,-0.08
Upstairs,337419,-3.83,9,1.6480621
Upstairs,153048,-3.87,7.44,-1.2666923
Upstairs,1076299,-12.83,10.65,-0.99
Upstairs,440020,0.23,8.77,1.1168685
Upstairs,728281,2.26,4.21,-1.61
Upstairs,1030796,4.59,6.4,0.23
Upstairs,437216,-0.46,4.9,-0.38136974
Upstairs,2430,-1.1441092,14.09706,1.7297841
Upstairs,382377,0.19,14.37,3.3778462
Upstairs,635194,-4.63,16.89,1.61
Upstairs,155653,-6.24,14.29,2.070293
Upstairs,419326,3.15,8.35,2.79
Upstairs,808037,-3.17,7.01,1.8
Upstairs,546919,9.92,11.14,-2.6
Upstairs,338962,3.02,1.76,3.5957718
Upstairs,669871,-5.48,13.67,1.76
Upstairs,337858,-4.75,8.12,0.61291564
Upstairs,356497,4.18,14.67,0
Upstairs,596726,4.33,7.55,-1.8
Upstairs,440484,-0.08,8.28,3.568531
Upstairs,657391,4.86,-3.79,1.38
Upstairs,38367,-0.19,10.08,1.0351465
Upstairs,806966,-4.79,8.69,3.49
Upstairs,484907,10.53,15.79,-13.95
Upstairs,889071,1.18,9.23,-4.06
Upstairs,659421,0.34,3.21,0.19
Upstairs,810913,3.17,14.63,-1.73
Upstairs,899198,-0.72,5.33,-2.07
Upstairs,925324,-2.11,4.56,9.72
Upstairs,765429,3.64,7.25,-1.92
Upstairs,436864,-0.65,8.12,2.4925237
Upstairs,41445,0.38,-0.76,5.7886477
Upstairs,813887,-1.04,5.67,1.14
Upstairs,440434,-0.27,8.62,3.568531
Upstairs,897177,-0.34,14.9,-2.96
Upstairs,242216,-1.88,10.04,1.6889231
Upstairs,632019,2.26,18.09,4.33
Upstairs,920285,-1.08,11.03,3.06
Upstairs,127239,-2.18,13.48,0.10896278
Upstairs,206104,19.57,14.02,1.0760075
Upstairs,1029706,2.3,6.09,4.71
Upstairs,728701,4.25,12.87,4.06
Upstairs,413112,-4.9,4.52,-1.23
Upstairs,124262,-0.61,13.57,5.8567495
Upstairs,336909,-3.36,6.44,-3.405087
Upstairs,380223,-2.83,6.13,-0.42223078
Upstairs,241103,2.83,7.12,4.0588636
Upstairs,337644,-5.71,11.22,3.405087
Upstairs,419560,-2.79,9.89,3.02
Upstairs,884612,-10.42,10.69,0.99
Upstairs,764738,1.23,10.34,0.23
Upstairs,899936,-0.8,8.66,-2.14
Upstairs,853698,-4.1,5.09,4.94
Upstairs,899305,-0.42,8.54,-3.53
Upstairs,1077680,-1.99,2.56,0.53
Upstairs,124858,-1.95,12.76,-1.1441092
Upstairs,234104,-1.73,6.24,2.0294318
Upstairs,124774,-1.27,10.46,3.990762
Upstairs,88706,-4.99,17.43,0.5720546
Upstairs,891206,-0.99,12.18,-1.08
Upstairs,209472,-10.65,3.49,0.7627395
Upstairs,124554,-0.69,9.19,1.2666923
Upstairs,548369,8.66,10.31,10.19
Upstairs,1029286,6.17,5.94,5.01
Upstairs,728876,-2.18,14.63,0
Upstairs,921271,-3.79,11.26,0.23
Upstairs,658972,-0.72,12.76,0.89
Upstairs,92583,4.21,12.37,0.10896278
Upstairs,356404,3.21,8.66,-0.6946377
Upstairs,921492,-0.08,7.25,-5.13
Upstairs,304256,-1.57,10.31,5.053149
Upstairs,337701,-0.99,8.62,-0.9942854
Upstairs,765367,0.42,-0.65,0.57
Upstairs,415401,-1.08,6.55,-3.34
Upstairs,293973,3.68,12.64,-3.1463003
Upstairs,891200,-1.61,6.89,-2.6
Upstairs,813597,2.41,13.4,-0.34
Upstairs,295794,4.33,14.75,-2.9556155
Upstairs,893287,0.61,7.4,-0.72
Upstairs,1077935,-10.69,7.46,-4.71
Upstairs,45579,1.08,5.56,3.5276701
Upstairs,340079,2.76,8.08,0.46309182
Upstairs,483065,2.87,0.8,-1.69
Upstairs,762514,2.64,3.21,2.72
Upstairs,922332,0,6.74,-3.91
Upstairs,437413,-0.91,9.96,0.8036005
Upstairs,765111,4.82,8.54,-1.57
Upstairs,957956,7.27,-1.73,-1.57
Upstairs,124140,-1.99,15.43,9.043911
Upstairs,298104,-5.43,12.26,3.636633
Upstairs,1074301,-8.62,4.14,-0.69
Upstairs,336989,-2.64,4.86,1.6889231
Upstairs,808222,-4.14,5.63,4.14
Upstairs,1075891,-11.07,12.37,12.34
Upstairs,548785,12.03,9.11,-2.14
Upstairs,766633,5.24,8.89,0.72
Upstairs,552247,8.28,5.86,-2.87
Upstairs,813316,2.68,2.49,1.53
Upstairs,957927,4.4,-4.37,-1.61
Upstairs,154465,-6.63,8.01,0.23154591
Upstairs,1079322,0.65,4.79,-2.64
Upstairs,38836,-0.27,9.58,-2.8330324
Upstairs,851193,1.46,9.53,2.75
Upstairs,340694,6.7,6.09,2.4925237
Upstairs,763069,1.33,3.95,-1.04
Upstairs,728269,0.5,10.88,0.53
Upstairs,1029568,0.69,3.64,-0.34
Upstairs,1074099,-9.3,3.95,0.46
Upstairs,549637,9.53,2.76,-2.41
Upstairs,731538,0.34,12.57,-3.98
Upstairs,295781,9.11,13.82,2.152015
Upstairs,659512,2.87,13.87,1.57
Upstairs,924609,-3.64,8.58,-0.76
Upstairs,342400,0.27,12.34,0.08172209
Upstairs,1075582,-6.36,7.74,-2.64
Upstairs,94476,1.76,6.32,0.27240697
Upstairs,3808,-0.8036005,14.47843,3.405087
Upstairs,338242,6.51,0.61,-1.8387469
Upstairs,731985,-1.04,3.87,-4.4
Upstairs,89942,-4.06,15.28,-0.7218784
Upstairs,124975,-0.99,10.04,0.9942854
Upstairs,488909,-11.75,10.65,-2.3
Upstairs,661501,3.15,6.21,-0.04
Upstairs,806913,-4.33,14.1,-0.08
Upstairs,899376,-1.33,12.41,-0.57
Upstairs,766782,-2.41,1.69,2.6
Upstairs,338017,-6.13,7.59,2.6423476
Upstairs,546109,8.54,10.53,-2.49
Upstairs,549526,6.82,5.71,-0.3
Upstairs,657907,1.12,10.61,-0.76
Upstairs,549520,9.72,9.58,-3.02
Upstairs,88341,-6.09,19.08,0.19068487
Upstairs,298497,-4.86,15.09,-2.1383946
Upstairs,956225,-9.3,0.15,-8.43
Upstairs,899231,0,7.7,-1.65
Upstairs,342335,-0.76,6.59,0.42223078
Upstairs,810521,2.64,9.08,-0.15
Upstairs,692218,6.7,-4.56,-6.21
Upstairs,380844,-0.04,12.83,1.0760075
Upstairs,894023,1.38,14.41,-2.07
Upstairs,549184,5.67,10.57,0.53
Upstairs,808064,-6.24,6.82,1.33
Upstairs,337831,-4.94,8.35,1.1441092
Upstairs,238650,-4.1,16.09,5.8567495
Upstairs,671803,-2.18,10.65,-0.57
Upstairs,893280,-0.34,13.44,-3.83
Upstairs,337938,-3.02,11.8,-0.27240697
Upstairs,482955,6.82,10.15,-3.57
Upstairs,600975,4.18,11.84,-2.87
Upstairs,1335,3.173541,9.615966,-1.1849703
Upstairs,548499,7.35,6.24,0.65
Upstairs,2874,-2.9556155,11.114203,2.3018389
Upstairs,239600,-2.07,10,-0.08172209
Upstairs,954677,2.68,0.34,2.18
Upstairs,419059,-5.2,9.51,-1.14
Upstairs,3816,-2.0294318,8.076866,2.3018389
Upstairs,599629,2.49,17.77,-1.08
Upstairs,303528,4.79,6.85,-0.9942854
Upstairs,45773,-1.5,5.75,0.3405087
Upstairs,234603,-1.95,9.92,0.6946377
Upstairs,342224,-0.61,9.62,0.313268
Upstairs,483507,2.53,9.72,-1.84
Upstairs,437546,1.14,8.81,4.1814466
Upstairs,659839,-4.1,14.41,1.76
Upstairs,851032,0.23,9.51,7.04
Upstairs,671798,-1.5,10.08,-1.08
Upstairs,336537,-2.14,6.28,-0.9942854
Upstairs,337511,-4.25,1.73,1.1168685
Upstairs,926968,1.31,5.22,-4.48
Upstairs,1033875,-8.77,9.08,2.11
Upstairs,205857,-0.34,-0.15,-2.4516625
Upstairs,691751,9.15,-3.45,-5.86
Upstairs,123879,-1.8,10.27,1.4165162
Upstairs,1031468,11.88,3.17,0.23
Upstairs,438173,0.65,8.69,1.1441092
Upstairs,762705,5.41,11.5,0.34
Upstairs,599911,-10.61,7.82,4.14
Upstairs,655320,3.06,6.47,-0.38
Upstairs,236453,-1.23,8.54,1.2666923
Upstairs,729943,0.34,4.44,-1.95
Upstairs,686331,-3.98,-0.72,-3.45
Upstairs,298778,-1.76,6.09,-2.3699405
Upstairs,414851,-1.04,8.39,-0.42
Upstairs,691808,9.58,-0.69,-5.05
Upstairs,337092,-3.72,7.97,1.4573772
Upstairs,810224,2.03,6.85,1.61
Upstairs,3604,-3.3642259,6.6331096,2.4925237
Upstairs,547323,6.32,7.67,-1.42
Upstairs,182069,2.83,14.52,1.0760075
Upstairs,233898,-2.56,6.47,-0.50395286
Upstairs,550147,19.57,11.92,0.31
Upstairs,121658,-1.5,3.38,4.399372
Upstairs,686874,-13.82,5.52,0.53
Upstairs,547056,6.13,8.35,-2.22
Upstairs,485103,-4.63,15.94,-0.91
Upstairs,897015,2.03,9.19,-2.64
Upstairs,382827,-3.02,11.69,0.6537767
Upstairs,181221,4.48,13.21,-3.7864566
Upstairs,208869,0.89,0.04,7.3958488
Upstairs,554660,4.79,9.15,-2.91
Upstairs,547550,7.93,4.67,0.19
Upstairs,550236,9.43,4.67,-0.95
Upstairs,548971,5.56,8.39,-0.69
Upstairs,155261,-5.09,13.59,2.070293
Upstairs,886369,8.2,1.99,5.98
Upstairs,94190,4.18,7.63,0.84446156
Upstairs,807613,-2.91,5.05,1.53
Upstairs,296557,4.48,4.67,-0.27240697
Upstairs,179536,-0.5,6.47,-0.95342433
Upstairs,554236,10.08,8.89,2.64
Upstairs,94623,2.98,9.72,-0.10896278
Upstairs,124444,-0.8,6.24,7.3141265
Upstairs,337937,-2.41,7.97,2.3018389
Upstairs,896172,0.46,4.79,-2.14
Upstairs,809891,9.7,3.3,0.72
Upstairs,92022,8.35,8.24,2.1111538
Upstairs,301982,-0.08,9.04,0.5720546
Upstairs,1076691,-7.7,6.55,0.5
Upstairs,123618,-1.92,8.89,1.334794
Upstairs,41113,-0.34,8.66,-1.0351465
Upstairs,1032849,16.7,4.33,-1.33
Upstairs,809550,-2.53,4.71,5.18
Upstairs,38515,-0.3,4.1,2.6014864
Upstairs,380770,0.99,10.23,1.7570249
Upstairs,547170,6.55,6.97,-1.53
Upstairs,336820,-2.72,7.21,1.4165162
Upstairs,380753,1.69,12.72,0.50395286
Upstairs,1076190,-3.17,-0.46,0.34
Upstairs,927322,-0.5,8.69,-2.68
Upstairs,921702,-0.8,6.78,-3.68
Upstairs,440472,2.49,9.23,1.607201
Upstairs,687032,-8.16,2.37,3.26
Upstairs,121827,-3.06,12.3,0.313268
Upstairs,2508,0.5720546,6.4015636,10.038197
Upstairs,658733,0.46,15.55,-0.04
Upstairs,886431,3.53,4.67,-0.93
Upstairs,550203,12.3,1.23,4.1
Upstairs,208874,1.88,0.04,-2.0294318
Upstairs,896165,0.08,11.14,-1.12
Upstairs,550422,7.01,4.48,-0.91
Upstairs,954668,1.92,13.63,11.35
