label,timeElapsed,x,y,z
Jogging,583928,-17.86,13.82,0.15
Jogging,877434,-5.28,19.11,-4.79
Jogging,718490,2.26,1.12,-1.84
Jogging,158103,-7.31,8.01,0.7218784
Jogging,643148,1.46,18.92,7.63
Jogging,190484,-6.09,4.02,-2.8330324
Jogging,863652,-18.66,-1.27,4.75
Jogging,250711,-10.19,18.35,-2.6832085
Jogging,522233,-14.25,14.02,-6.7
Jogging,1067623,-18.54,11.5,1.12
Jogging,1009716,19.91,0.69,-4.21
Jogging,75291,-3.21,2.22,-5.938472
Jogging,205129,-12.72,8.85,9.425281
Jogging,156904,1.95,19.57,2.4516625
Jogging,282027,8.5,1.42,2.5606253
Jogging,724290,-2.18,7.74,3.17
Jogging,790395,-7.46,5.48,-4.29
Jogging,233065,-6.97,8.66,-7.164303
Jogging,70147,2.07,6.51,-4.7535014
Jogging,706833,12.72,17.88,-9.04
Jogging,24303,14.18,-4.1,12.408136
Jogging,252924,-8.43,15.7,-2.5333846
Jogging,610311,-5.13,4.02,2.79
Jogging,192180,9.04,5.05,4.1814466
Jogging,519776,-5.56,2.6,0.31
Jogging,520948,18.24,4.63,12.41
Jogging,1013021,-14.82,17.35,-5.9
Jogging,711205,10,5.98,5.52
Jogging,801564,19.95,17.73,-5.9
Jogging,829022,6.97,19,11.14
Jogging,70133,6.44,4.82,-4.903325
Jogging,507429,5.94,9,-4.37
Jogging,376051,2.34,11.07,11.917805
Jogging,74408,9.77,19.19,-5.9793324
Jogging,915716,7.16,15.89,-1.92
Jogging,84801,9.23,-5.6,2.8330324
Jogging,540239,0.23,2.11,-1.12
Jogging,115399,3.06,-1.76,3.8681788
Jogging,1049519,-0.95,0.11,3.41
Jogging,914689,3.49,4.99,7.67
Jogging,278406,-1.14,4.18,0.42223078
Jogging,615081,1.12,9.66,-0.31
Jogging,539429,-6.51,15.05,-1.31
Jogging,106492,-2.45,-1.31,-7.3141265
Jogging,117667,0.89,1.69,-5.09401
Jogging,864598,-14.25,2.18,-0.42
Jogging,399685,3.02,19.04,-3.21
Jogging,648501,1.31,-5.43,-12.18
Jogging,625665,5.09,19.57,-3.76
Jogging,802106,13.06,3.79,-2.87
Jogging,801179,13.53,-8.54,-0.5
Jogging,133333,2.96,6.17,7.246025
Jogging,520817,-3.98,15.24,-8.69
Jogging,581036,11.73,-7.63,4.29
Jogging,131689,18.62,15.43,-4.440233
Jogging,539167,-6.51,17.88,-0.53
Jogging,582846,13.17,15.64,-4.99
Jogging,593830,-10.92,-15.09,-1.69
Jogging,410847,8.05,19.57,-2.91
Jogging,533925,-6.97,4.63,-2.83
Jogging,591624,18.77,2.15,-8.28
Jogging,865685,-3.95,-7.55,-14.52
Jogging,864238,-16.09,1.46,-2.72
Jogging,321258,0.95,14.86,5.325556
Jogging,202023,4.33,-7.35,-15.132206
Jogging,138162,15.94,0.95,7.504812
Jogging,581704,-3.79,-18.73,6.32
Jogging,33637,1.12,19.57,-1.3075534
Jogging,108102,3.49,5.56,8.308413
Jogging,136086,8.69,4.14,0.19068487
Jogging,120705,-1.73,-5.98,-11.413852
Jogging,24598,-12.53,3.17,-3.5957718
Jogging,583065,-17.2,14.18,3.64
Jogging,118956,2.34,14.98,9.343558
Jogging,721348,-0.57,10.46,6.32
Jogging,989764,12.76,6.63,3.06
Jogging,643549,5.05,19.57,-4.99
Jogging,801120,5.75,-10.57,-0.57
Jogging,202913,-13.57,-13.53,12.721405
Jogging,827870,3.64,13.59,-0.57
Jogging,25002,-5.18,2.07,-4.7943625
Jogging,465576,-18.89,-4.33,8.39
Jogging,624859,-8.24,-0.27,1.46
Jogging,306960,2.64,7.35,-0.23154591
Jogging,71492,-2.34,0.53,-5.243834
Jogging,806242,2.37,0.42,-0.61
Jogging,136822,16.47,-16.97,-6.5513873
Jogging,105023,9.15,0.57,6.742072
Jogging,949937,-19.61,-11.3,-0.46
Jogging,259569,-19.08,19.53,0.6946377
Jogging,116571,7.01,14.79,-6.0882955
Jogging,759375,-19.08,-4.06,-1.57
Jogging,718336,1.92,7.86,0.11
Jogging,875811,-18.77,16.86,-11.07
Jogging,610708,7.74,19.42,-6.78
Jogging,951070,3.02,1.38,-4.25
Jogging,646474,-14.33,6.47,16.93
Jogging,35222,-1.69,15.6,-1.0351465
Jogging,841447,5.86,0.93,-2.45
Jogging,107740,0.61,2.68,5.8976107
Jogging,263012,-8.73,8.58,0.19068487
Jogging,591316,-1.23,-19.61,9.85
Jogging,626244,-3.95,6.55,8.62
Jogging,105556,-7.65,16.63,-4.1814466
Jogging,231408,-7.55,4.56,4.5219555
Jogging,36735,-2.14,4.71,0.7218784
Jogging,878218,3.57,7.63,4.21
Jogging,293290,-10.95,10.04,-7.4639506
Jogging,282604,-9.72,11.5,-8.853226
Jogging,723802,-2.11,18.96,1.8
Jogging,82663,-0.91,-5.56,0.46309182
Jogging,532594,0.27,15.79,3.06
Jogging,160461,-0.19,6.51,2.0294318
Jogging,668766,14.1,-2.26,-8.85
Jogging,788344,-5.63,8.54,-2.3
Jogging,830769,1.57,17.12,6.13
Jogging,14261,4.7535014,5.9793324,-8.117727
Jogging,594031,-1.38,1.14,-10.84
Jogging,535336,-6.97,17.16,0.89
Jogging,87403,7.89,18.24,7.9679036
Jogging,583936,-18.92,6.36,0.57
Jogging,541246,-9.66,8.77,-5.86
Jogging,583076,-5.33,-4.44,-0.31
Jogging,579190,9.66,-2.14,-0.53
Jogging,804568,-2.3,0,-7.16
Jogging,262872,-3.17,-2.64,1.4573772
Jogging,372676,3.45,19.57,5.6252036
Jogging,709697,5.63,19.57,-6.17
Jogging,1041363,-1.99,0.08,-2.76
Jogging,1063212,-0.89,18.54,-1.95
Jogging,160284,7.31,12.79,-4.944186
Jogging,803092,19.95,5.43,0.89
Jogging,522361,-4.18,8.5,-1.95
Jogging,879283,2.07,16.25,10.84
Jogging,259718,12.3,5.18,11.795221
Jogging,749173,-0.84,-7.25,-8.28
Jogging,625416,5.98,19.57,-4.37
Jogging,865245,-19.23,-7.93,-6.97
Jogging,1063654,2.14,-0.72,0.5
Jogging,649766,-7.65,18.96,-4.63
Jogging,261835,6.32,12.76,1.920469
Jogging,281454,-2.96,2.91,5.7886477
Jogging,711696,-2.34,18.12,-1.08
Jogging,1065573,-3.45,-5.9,-3.11
Jogging,626008,5.94,18.7,-3.83
Jogging,201711,-3.49,3.79,-0.19068487
Jogging,481886,3.38,9.85,-2.53
Jogging,841523,8.16,14.63,1.99
Jogging,1003649,-6.21,-0.95,-1.46
Jogging,22907,7.59,19.57,0.38136974
Jogging,786270,-1.95,-1.69,-3.53
Jogging,916330,4.71,19.57,-1.14
Jogging,649265,4.71,1.04,-11.3
Jogging,1011854,-10.99,7.31,-5.01
Jogging,165836,-6.02,2.79,6.782933
Jogging,583066,-13.14,8.69,-3.38
Jogging,478803,16.04,-0.3,12.91
Jogging,747636,-0.8,-3.06,-1.65
Jogging,310980,-2.37,1.14,1.2666923
Jogging,978886,5.75,16.28,0.5
Jogging,228675,3.26,-2.83,-3.568531
Jogging,81853,18.16,-1.08,11.032481
Jogging,1051054,-10.46,-6.4,-1.65
Jogging,288929,-16.51,16.47,-3.5957718
Jogging,320981,-1.04,12.53,7.164303
Jogging,164852,3.15,3.87,6.2108784
Jogging,791799,1.08,2.37,-0.61
Jogging,281069,-13.63,17.92,-1.4165162
Jogging,261327,19.31,8.92,11.985906
Jogging,224918,-1.92,-3.11,-3.568531
Jogging,802289,-4.02,-0.99,5.01
Jogging,711388,-2.68,19.53,-0.89
Jogging,231610,-8.54,14.9,8.962189
Jogging,828184,8.54,17.5,2.72
Jogging,260387,6.63,-4.82,0.95342433
Jogging,407220,10.19,4.48,7.27
Jogging,135482,10.61,-11.37,1.0351465
Jogging,251957,-7.31,5.01,1.9885708
Jogging,409531,-5.82,10.84,-2.56
Jogging,830353,4.44,19.53,10.88
Jogging,292745,-7.59,19.57,2.982856
Jogging,1052176,-19.23,-8.69,-1.18
Jogging,1014723,-6.28,15.51,-0.53
Jogging,107153,11.56,5.86,3.7864566
Jogging,280917,-15.55,15.83,-14.137921
Jogging,800886,19.95,17.88,12.18
Jogging,540752,-7.46,16.89,-0.61
Jogging,750187,-4.25,-13.95,-16.02
Jogging,1041777,5.33,-10.61,-0.69
Jogging,252979,-9.77,17.92,2.7921712
Jogging,6897,-5.09401,19.57244,4.140586
Jogging,1050324,3.45,4.48,4.94
Jogging,539355,-1.84,-1.08,1.33
Jogging,251334,-12.76,13.82,-12.762266
Jogging,864007,-11.88,9.3,4.75
Jogging,397001,-8.35,0.76,-5.63
Jogging,507832,7.89,17.05,-2.87
Jogging,158199,3.45,17.16,-2.8330324
Jogging,72949,12.18,6.09,2.6423476
Jogging,508111,5.22,-4.82,-1.08
Jogging,839791,-0.72,4.44,-2.79
Jogging,139800,19.53,-1.18,3.214402
Jogging,107957,8.24,6.32,5.053149
Jogging,791333,-16.55,19.08,0.8
Jogging,645221,5.24,19.57,-3.91
Jogging,543429,-9.11,13.1,-3.79
Jogging,1050191,-12.11,-2.37,0.61
Jogging,709541,8.31,10.53,12.83
Jogging,508099,4.06,13.02,-4.82
Jogging,522585,-10.53,7.86,-8.2
Jogging,706050,-5.94,-6.66,-2.3
Jogging,711047,-7.5,6.17,-4.1
Jogging,107131,0.8,-5.24,-11.836082
Jogging,650885,5.05,-3.64,-9.72
Jogging,582922,2.87,17.39,7.16
Jogging,1051606,-4.63,-2.96,0.65
Jogging,12079,-0.29964766,0.53119355,5.09401
Jogging,508567,11.92,-1.38,11.8
Jogging,224903,-0.61,-1.65,-2.070293
Jogging,156807,2.64,10.12,4.3312707
Jogging,22599,19.46,-0.99,14.519291
Jogging,787808,-19.23,19.65,-1.73
Jogging,790726,3.36,3.17,2.91
Jogging,103776,0.76,19.57,0.38136974
Jogging,1049851,-2.68,2.3,-3.26
Jogging,1007311,-5.48,2.37,0.69
Jogging,524105,-11.84,3.91,-2.87
Jogging,522843,-3.49,-5.37,0.99
Jogging,541420,2.76,2.41,-1.73
Jogging,311124,-2.49,1.14,-2.4925237
Jogging,668521,19.57,19.46,-18.66
Jogging,481326,-12.56,-0.3,1.46
Jogging,610166,0.65,19.04,4.14
Jogging,465114,-5.37,12.57,2.11
Jogging,621111,1.14,19.04,-7.21
Jogging,311763,-12.49,-2.87,2.4108016
Jogging,248175,-15.7,19.57,-5.243834
Jogging,652941,-4.75,16.25,7.82
Jogging,319724,-2.56,-7.4,-2.982856
Jogging,229956,0.31,15.09,3.0645783
Jogging,711082,13.44,11.14,10.15
Jogging,190183,2.87,7.89,-0.9125633
Jogging,466757,-8.77,-0.15,-4.06
Jogging,510352,0.5,-2.64,5.86
Jogging,130466,0.38,10.04,-5.053149
Jogging,260674,9.38,-1.61,0
Jogging,534403,-5.86,13.87,1.27
Jogging,654467,7.78,15.17,2.41
Jogging,394343,4.67,13.33,13.02
Jogging,115874,-7.89,14.33,-5.47538
Jogging,228369,7.5,8.28,7.3141265
Jogging,188877,6.85,-16.82,-6.428804
Jogging,71507,-3.76,5.63,-4.4810944
Jogging,70622,-0.38,9.04,-0.19068487
Jogging,293012,16.04,4.21,3.255263
Jogging,830158,1.08,10.12,6.55
Jogging,917409,10.53,15.89,5.28
Jogging,478536,-19.53,16.89,-2.83
Jogging,724049,1.27,18.05,-3.3
Jogging,1041400,19.95,11.26,1.61
Jogging,193140,-6.28,-3.34,-2.4516625
Jogging,412048,3.41,9.23,0.31
Jogging,1061515,4.25,0.38,-1.31
Jogging,478573,13.95,-0.95,10.08
Jogging,70423,5.05,-7.16,2.2609777
Jogging,519816,13.95,19.57,-17.5
Jogging,651702,9.04,-15.09,-9.04
Jogging,987751,12.79,-3.02,6.74
Jogging,648858,4.6,18.54,-10.42
Jogging,132967,19.46,16.78,0.9942854
Jogging,34224,16.63,19.53,-10.760075
Jogging,987694,5.86,5.75,-4.71
Jogging,1050048,-17.31,18.62,5.41
Jogging,477187,3.76,16.04,-10.65
Jogging,375205,-0.3,11.11,4.5628166
Jogging,868325,1.88,5.43,6.43
Jogging,581206,-9.11,3.02,10.92
Jogging,86946,-2.49,-3.6,0.10896278
Jogging,791822,-0.42,-1.84,-3.95
Jogging,289103,-1.76,3.6,2.5606253
Jogging,1061489,-1.18,-1.46,-1.61
Jogging,305948,4.94,18.05,8.62168
Jogging,319452,8.24,8.05,5.243834
Jogging,289907,8.12,-0.42,4.3312707
Jogging,133684,15.05,-1.04,-6.6331096
Jogging,280135,-7.04,-13.14,-11.182305
Jogging,374194,-2.53,-0.84,-7.164303
Jogging,538704,-8.73,18.77,-7.04
Jogging,864858,-1.27,-0.84,-2.87
Jogging,719803,-2.56,-6.82,-0.08
Jogging,86373,-0.95,4.02,-0.6537767
Jogging,139627,5.67,13.95,1.6480621
Jogging,323197,6.93,13.48,5.7477865
Jogging,749086,-16.36,4.52,11.5
Jogging,1064330,-10.08,-3.15,-3.17
Jogging,372307,6.66,19.57,4.5628166
Jogging,758255,19.72,16.02,-4.67
Jogging,263856,-13.95,14.56,-11.3321295
Jogging,1003389,-17.58,15.66,-14.25
Jogging,136014,19.57,19.53,-9.697687
Jogging,281119,-14.4,19.57,-8.689782
Jogging,35271,17.82,19.57,5.284695
Jogging,139905,-1.88,-0.61,-1.3756552
Jogging,876360,-1.18,-5.56,-1.57
Jogging,524306,0.95,-0.76,3.49
Jogging,14138,9.697687,17.393185,3.2961242
Jogging,803524,-4.1,-1.14,-0.42
Jogging,761029,4.02,3.26,-9.28
Jogging,310557,-2.49,15.85,-7.7772183
Jogging,227082,-2.07,8.62,-3.9499009
Jogging,248058,0.5,3.72,2.5606253
Jogging,308252,-3.6,5.52,6.4015636
Jogging,1055267,-13.14,-4.06,-0.04
Jogging,73814,0.69,-3.95,-2.6423476
Jogging,614565,-1.69,-8.66,-0.31
Jogging,786673,-3.17,0.38,-1.8
Jogging,34780,-1.38,8.66,0.50395286
Jogging,308667,-1.73,3.15,1.6480621
Jogging,580388,-6.51,-12.79,8.73
Jogging,805061,-1.92,3.72,-7.06
Jogging,479126,-17.01,14.25,4.29
Jogging,539506,3.34,2.76,-4.25
Jogging,103491,-4.71,0.11,3.486809
Jogging,590981,-17.35,-11.6,-1.65
Jogging,652131,-4.48,14.25,-2.26
Jogging,26102,-3.15,-0.84,-2.9556155
Jogging,394610,-14.4,4.52,-7.59
Jogging,950550,-19.61,-9.66,-6.63
Jogging,166026,-7.16,0.27,8.853226
Jogging,1023018,2.3,-3.76,-4.67
Jogging,479477,-6.78,-2.11,-7.31
Jogging,507085,-9.04,6.78,5.79
Jogging,164382,-4.59,5.48,-3.9771416
Jogging,21802,16.66,-3.53,14.137921
Jogging,1049375,-11.45,2.18,7.65
Jogging,166538,0.31,4.9,-2.5333846
Jogging,534714,1.92,-1.46,-0.72
Jogging,33081,-8.92,-2.14,-4.903325
Jogging,869501,-12.83,4.52,6.47
Jogging,188742,9.15,3.21,4.903325
Jogging,532624,-0.08,16.78,3.38
Jogging,710015,7.59,0.69,-0.69
Jogging,1042633,2.79,-3.17,-3.34
Jogging,36663,18.89,18.24,3.445948
Jogging,25611,19,14.1,-7.9679036
Jogging,611951,-4.06,10.12,-3.45
Jogging,252688,-10.61,9.89,1.1441092
Jogging,786697,-12.83,8.16,11.92
Jogging,582954,-6.09,19.19,-0.72
Jogging,651325,2.41,8.12,-13.78
Jogging,1014236,-5.67,-9.23,-1.84
Jogging,86792,2.03,-1.88,-0.5720546
Jogging,306081,-2.3,-1.27,-1.1168685
Jogging,1014103,1.46,1.27,-2.26
Jogging,277866,-1.14,2.34,6.851035
Jogging,622035,0.3,5.98,-0.53
Jogging,981997,16.13,8.77,9.19
Jogging,746420,-2.96,-0.53,-2.64
Jogging,465252,16.13,2.45,9.85
Jogging,749409,7.5,2.96,10.69
Jogging,1005928,-14.29,0.38,-4.48
Jogging,623188,14.79,19.53,-3.38
Jogging,83107,-0.5,-1.99,-1.8387469
Jogging,137826,17.31,17.35,-3.214402
Jogging,14166,9.193735,9.193735,6.4015636
Jogging,758874,12.07,7.25,-3.34
Jogging,140271,-5.2,-0.89,-7.5456724
Jogging,160198,-0.53,14.6,-3.1054392
Jogging,323044,-2.11,3.38,-3.0237172
Jogging,804832,12.07,13.57,-3.41
Jogging,12275,0.5720546,9.384419,2.3018389
Jogging,536083,-5.52,19.38,-0.61
Jogging,863400,-10.95,1.54,-2.34
Jogging,259992,-4.82,7.97,-5.09401
Jogging,293260,2.41,3.99,5.6660647
Jogging,192045,-11.6,-18.43,-14.1787815
Jogging,310744,-6.05,15.4,-14.328606
Jogging,307962,-10.88,0.99,0.7627395
Jogging,534123,4.25,-1.38,-2.37
Jogging,481008,4.02,4.86,3.02
Jogging,939654,2.11,-7.5,-1.8
Jogging,749726,-5.52,2.49,2.45
Jogging,306765,-2.75,17.12,-2.3426998
Jogging,831323,-6.17,8.77,1.84
Jogging,950255,0.57,10.27,3.95
Jogging,707172,10.5,8.31,8.69
Jogging,165823,16.36,7.12,-7.8180795
Jogging,12535,2.3018389,0.23154591,0.88532263
Jogging,802989,2.3,-1.76,-1.33
Jogging,705471,-8.08,2.56,-4.18
Jogging,595632,-7.12,-19.61,-7.21
Jogging,166601,13.44,8.77,-6.66035
Jogging,280478,-2.26,7.67,-2.3699405
Jogging,204479,0.61,-1.88,-7.6273947
Jogging,1052542,3.3,-1.33,0.27
Jogging,917420,2.79,3.06,3.34
Jogging,582783,19.04,-0.34,3.21
Jogging,192681,-6.55,-6.59,3.759216
Jogging,120598,-7.7,-10.8,-14.056199
Jogging,720476,7.46,15.66,-7.55
Jogging,130572,1.99,5.79,-3.0237172
Jogging,251122,-4.94,3.11,8.076866
Jogging,412215,5.79,18.73,-3.57
Jogging,535505,-6.66,12.11,-2.79
Jogging,582133,-7.01,-6.74,1.8
Jogging,165344,11.6,-8.54,14.328606
Jogging,709962,5.6,7.08,-0.15
Jogging,918816,3.91,8.81,-1.53
Jogging,469525,-14.82,10.31,-2.14
Jogging,203803,3.17,5.63,6.0474343
Jogging,948156,-3.02,-4.1,3.06
Jogging,482285,-2.96,-0.3,-7.44
Jogging,830692,3.79,8.73,0.15
Jogging,1003535,3.72,12.6,8.54
Jogging,790115,-8.89,4.71,-4.33
Jogging,249813,1.61,1.5,-1.607201
Jogging,72083,4.56,0,-1.2258313
Jogging,917319,3.45,3.72,-2.11
Jogging,595614,-1.61,5.28,7.82
Jogging,7627,5.134871,7.6273947,3.3778462
Jogging,280715,-1.38,12.68,-4.140586
Jogging,22080,17.35,-1.27,15.6634
Jogging,950480,-2.87,5.48,8.96
Jogging,74410,13.57,14.44,-1.920469
Jogging,916411,-0.99,3.57,-4.33
Jogging,950455,0.99,-3.53,-3.72
Jogging,309487,-6.85,16.02,13.102775
Jogging,322288,6.36,7.93,4.2904096
Jogging,520671,-3.06,2.68,-0.19
Jogging,164585,18.7,11.45,-7.014479
Jogging,584179,-17.62,-17.77,1.57
Jogging,248612,-3.64,-0.38,-1.0760075
Jogging,24835,12.87,-4.75,9.997335
Jogging,223954,3.15,6.51,6.1700177
Jogging,624557,-0.95,-0.65,3.79
Jogging,407355,7.89,17.67,-2.79
Jogging,504858,18.62,10.04,6.93
Jogging,281014,-12.37,19.11,-0.27240697
Jogging,615039,-3.17,-5.2,9.53
Jogging,583177,-19.5,1.18,5.75
Jogging,645180,6.97,19.57,-6.55
Jogging,106685,-0.27,15.51,13.797412
Jogging,875800,2.98,-2.14,5.86
Jogging,984999,-0.23,-0.08,2.11
Jogging,288790,10.95,19,9.275456
Jogging,466364,-13.76,-2.6,3.64
Jogging,759519,1.08,-3.17,5.2
Jogging,203968,-18.39,-9.08,-0.9942854
Jogging,73458,-0.3,4.9,-4.5900574
Jogging,724066,12.3,16.47,4.9
Jogging,522663,-1.18,8.08,2.07
Jogging,193043,-0.95,-4.02,-4.5628166
Jogging,786480,3.06,1.31,-0.99
Jogging,117973,-5.09,19.57,11.413852
Jogging,374407,0.34,13.33,8.921328
Jogging,398910,-3.49,18.73,1.38
Jogging,465440,-5.48,12.37,9.85
Jogging,650399,1.84,17.05,6.21
Jogging,707184,-4.18,14.56,-2.91
Jogging,1010865,-7.59,8.5,-4.37
Jogging,84810,17.82,19.5,-5.5162406
Jogging,200994,1.31,-5.18,-12.176591
Jogging,579772,-2.41,-19.61,1.04
Jogging,939721,10.46,9.62,-7.46
Jogging,163825,4.56,4.6,-4.7943625
Jogging,224227,-0.11,11.84,2.6832085
Jogging,1061575,5.67,13.21,-1.8
Jogging,252583,18.96,16.13,7.6273947
Jogging,469718,-19.61,6.44,-3.45
Jogging,232993,-2.79,11.88,7.082581
Jogging,917689,-4.59,-0.11,-1.23
Jogging,579685,5.09,-11.37,0.89
Jogging,1023340,2.03,6.89,11.92
Jogging,374879,14.75,15.47,7.6954966
Jogging,937888,16.82,-13.48,-2.11
Jogging,506554,0.65,0.69,-0.89
Jogging,611762,-2.96,0.19,0.5
Jogging,800502,-2.11,6.09,-0.19
Jogging,163285,6.78,2.96,-1.1849703
Jogging,1050222,-10.61,-6.05,-3.72
Jogging,540547,-3.15,18.28,0.5
Jogging,507046,14.94,19.34,-2.22
Jogging,407798,-14.94,6.85,-8.5
Jogging,625530,-4.63,-0.42,1.69
Jogging,986631,19.57,-8.85,11.99
Jogging,720162,-2.34,5.05,4.67
Jogging,192446,2.96,-1.65,-1.0351465
Jogging,251546,-3.79,15.6,-2.0294318
Jogging,260694,-19.61,19.57,-10.228881
Jogging,1004235,-0.65,-0.8,0.61
